15006,Bairdford,Pennsylvania ,ALLEGHENY,42,003,PA 
17549,Martindale,Pennsylvania ,LANCASTER,42,071,PA 
17545,Manheim,Pennsylvania ,LANCASTER,42,071,PA 
17547,Marietta,Pennsylvania ,LANCASTER,42,071,PA 
17551,Millersville,Pennsylvania ,LANCASTER,42,071,PA 
17550,Maytown,Pennsylvania ,LANCASTER,42,071,PA 
17552,Mount Joy,Pennsylvania ,LANCASTER,42,071,PA 
17555,Narvon,Pennsylvania ,LANCASTER,42,071,PA 
17554,Mountville,Pennsylvania ,LANCASTER,42,071,PA 
17557,New Holland,Pennsylvania ,LANCASTER,42,071,PA 
17560,New Providence,Pennsylvania ,LANCASTER,42,071,PA 
17562,Paradise,Pennsylvania ,LANCASTER,42,071,PA 
17564,Penryn,Pennsylvania ,LANCASTER,42,071,PA 
17563,Peach Bottom,Pennsylvania ,LANCASTER,42,071,PA 
17568,Refton,Pennsylvania ,LANCASTER,42,071,PA 
17565,Pequea,Pennsylvania ,LANCASTER,42,071,PA 
17566,Quarryville,Pennsylvania ,LANCASTER,42,071,PA 
17570,Rheems,Pennsylvania ,LANCASTER,42,071,PA 
17567,Reamstown,Pennsylvania ,LANCASTER,42,071,PA 
17569,Reinholds,Pennsylvania ,LANCASTER,42,071,PA 
17572,Ronks,Pennsylvania ,LANCASTER,42,071,PA 
17573,Lancaster,Pennsylvania ,LANCASTER,42,071,PA 
17576,Smoketown,Pennsylvania ,LANCASTER,42,071,PA 
17578,Stevens,Pennsylvania ,LANCASTER,42,071,PA 
17575,Silver Spring,Pennsylvania ,LANCASTER,42,071,PA 
17580,Talmage,Pennsylvania ,LANCASTER,42,071,PA 
17581,Terre Hill,Pennsylvania ,LANCASTER,42,071,PA 
17579,Strasburg,Pennsylvania ,LANCASTER,42,071,PA 
17582,Washington Boro,Pennsylvania ,LANCASTER,42,071,PA 
17584,Willow Street,Pennsylvania ,LANCASTER,42,071,PA 
17602,Lancaster,Pennsylvania ,LANCASTER,42,071,PA 
17605,Lancaster,Pennsylvania ,LANCASTER,42,071,PA 
17585,Witmer,Pennsylvania ,LANCASTER,42,071,PA 
17604,Lancaster,Pennsylvania ,LANCASTER,42,071,PA 
17603,Lancaster,Pennsylvania ,LANCASTER,42,071,PA 
17601,Lancaster,Pennsylvania ,LANCASTER,42,071,PA 
17607,Lancaster,Pennsylvania ,LANCASTER,42,071,PA 
17606,Lancaster,Pennsylvania ,LANCASTER,42,071,PA 
17608,Lancaster,Pennsylvania ,LANCASTER,42,071,PA 
17611,Lancaster,Pennsylvania ,LANCASTER,42,071,PA 
17701,Williamsport,Pennsylvania ,LYCOMING,42,081,PA 
17622,Lancaster,Pennsylvania ,LANCASTER,42,071,PA 
17699,Lancaster,Pennsylvania ,LANCASTER,42,071,PA 
17702,Williamsport,Pennsylvania ,LYCOMING,42,081,PA 
17703,Williamsport,Pennsylvania ,LYCOMING,42,081,PA 
17705,Williamsport,Pennsylvania ,LYCOMING,42,081,PA 
17720,Antes Fort,Pennsylvania ,LYCOMING,42,081,PA 
17721,Avis,Pennsylvania ,CLINTON,42,035,PA 
17724,Canton,Pennsylvania ,BRADFORD,42,015,PA 
17728,Cogan Station,Pennsylvania ,LYCOMING,42,081,PA 
17729,Cross Fork,Pennsylvania ,POTTER,42,105,PA 
17723,Cammal,Pennsylvania ,LYCOMING,42,081,PA 
17726,Castanea,Pennsylvania ,CLINTON,42,035,PA 
17727,Cedar Run,Pennsylvania ,LYCOMING,42,081,PA 
17730,Dewart,Pennsylvania ,NORTHUMBERLAND,42,097,PA 
17737,Hughesville,Pennsylvania ,LYCOMING,42,081,PA 
17731,Eagles Mere,Pennsylvania ,SULLIVAN,42,113,PA 
17739,Jersey Mills,Pennsylvania ,LYCOMING,42,081,PA 
17742,Lairdsville,Pennsylvania ,LYCOMING,42,081,PA 
17735,Grover,Pennsylvania ,BRADFORD,42,015,PA 
17744,Linden,Pennsylvania ,LYCOMING,42,081,PA 
17740,Jersey Shore,Pennsylvania ,LYCOMING,42,081,PA 
17745,Lock Haven,Pennsylvania ,CLINTON,42,035,PA 
17747,Loganton,Pennsylvania ,CLINTON,42,035,PA 
17748,Mc Elhattan,Pennsylvania ,CLINTON,42,035,PA 
17752,Montgomery,Pennsylvania ,LYCOMING,42,081,PA 
17754,Montoursville,Pennsylvania ,LYCOMING,42,081,PA 
17750,Mackeyville,Pennsylvania ,CLINTON,42,035,PA 
17749,Mc Ewensville,Pennsylvania ,NORTHUMBERLAND,42,097,PA 
17751,Mill Hall,Pennsylvania ,CLINTON,42,035,PA 
17756,Muncy,Pennsylvania ,LYCOMING,42,081,PA 
17758,Muncy Valley,Pennsylvania ,SULLIVAN,42,113,PA 
17764,Renovo,Pennsylvania ,CLINTON,42,035,PA 
17762,Picture Rocks,Pennsylvania ,LYCOMING,42,081,PA 
17763,Ralston,Pennsylvania ,LYCOMING,42,081,PA 
17768,Shunk,Pennsylvania ,SULLIVAN,42,113,PA 
17760,North Bend,Pennsylvania ,CLINTON,42,035,PA 
17765,Roaring Branch,Pennsylvania ,TIOGA,42,117,PA 
17769,Slate Run,Pennsylvania ,LYCOMING,42,081,PA 
17771,Trout Run,Pennsylvania ,LYCOMING,42,081,PA 
17772,Turbotville,Pennsylvania ,NORTHUMBERLAND,42,097,PA 
17778,Westport,Pennsylvania ,CLINTON,42,035,PA 
17801,Sunbury,Pennsylvania ,NORTHUMBERLAND,42,097,PA 
17779,Woolrich,Pennsylvania ,CLINTON,42,035,PA 
17810,Allenwood,Pennsylvania ,LYCOMING,42,081,PA 
17774,Unityville,Pennsylvania ,LYCOMING,42,081,PA 
17776,Waterville,Pennsylvania ,LYCOMING,42,081,PA 
17777,Watsontown,Pennsylvania ,NORTHUMBERLAND,42,097,PA 
17813,Beavertown,Pennsylvania ,SNYDER,42,109,PA 
17822,Danville,Pennsylvania ,MONTOUR,42,093,PA 
17823,Dornsife,Pennsylvania ,NORTHUMBERLAND,42,097,PA 
17821,Danville,Pennsylvania ,MONTOUR,42,093,PA 
17812,Beaver Springs,Pennsylvania ,SNYDER,42,109,PA 
17820,Catawissa,Pennsylvania ,COLUMBIA,42,037,PA 
17815,Bloomsburg,Pennsylvania ,COLUMBIA,42,037,PA 
17814,Benton,Pennsylvania ,COLUMBIA,42,037,PA 
17824,Elysburg,Pennsylvania ,NORTHUMBERLAND,42,097,PA 
17829,Hartleton,Pennsylvania ,UNION,42,119,PA 
17832,Marion Heights,Pennsylvania ,NORTHUMBERLAND,42,097,PA 
17831,Hummels Wharf,Pennsylvania ,SNYDER,42,109,PA 
17827,Freeburg,Pennsylvania ,SNYDER,42,109,PA 
17833,Kreamer,Pennsylvania ,SNYDER,42,109,PA 
17830,Herndon,Pennsylvania ,NORTHUMBERLAND,42,097,PA 
17834,Kulpmont,Pennsylvania ,NORTHUMBERLAND,42,097,PA 
17835,Laurelton,Pennsylvania ,UNION,42,119,PA 
17836,Leck Kill,Pennsylvania ,NORTHUMBERLAND,42,097,PA 
17840,Locust Gap,Pennsylvania ,NORTHUMBERLAND,42,097,PA 
17841,Mc Clure,Pennsylvania ,SNYDER,42,109,PA 
17837,Lewisburg,Pennsylvania ,UNION,42,119,PA 
17842,Middleburg,Pennsylvania ,SNYDER,42,109,PA 
17844,Mifflinburg,Pennsylvania ,UNION,42,119,PA 
17843,Beaver Springs,Pennsylvania ,SNYDER,42,109,PA 
17845,Millmont,Pennsylvania ,UNION,42,119,PA 
17846,Millville,Pennsylvania ,COLUMBIA,42,037,PA 
17855,New Berlin,Pennsylvania ,UNION,42,119,PA 
17853,Mount Pleasant Mills,Pennsylvania ,SNYDER,42,109,PA 
17850,Montandon,Pennsylvania ,NORTHUMBERLAND,42,097,PA 
17847,Milton,Pennsylvania ,NORTHUMBERLAND,42,097,PA 
17856,New Columbia,Pennsylvania ,UNION,42,119,PA 
17857,Northumberland,Pennsylvania ,NORTHUMBERLAND,42,097,PA 
17851,Mount Carmel,Pennsylvania ,NORTHUMBERLAND,42,097,PA 
17858,Numidia,Pennsylvania ,COLUMBIA,42,037,PA 
17864,Port Trevorton,Pennsylvania ,SNYDER,42,109,PA 
17866,Coal Township,Pennsylvania ,NORTHUMBERLAND,42,097,PA 
17859,Orangeville,Pennsylvania ,COLUMBIA,42,037,PA 
17861,Paxtonville,Pennsylvania ,SNYDER,42,109,PA 
17862,Penns Creek,Pennsylvania ,SNYDER,42,109,PA 
17860,Paxinos,Pennsylvania ,NORTHUMBERLAND,42,097,PA 
17865,Potts Grove,Pennsylvania ,NORTHUMBERLAND,42,097,PA 
17867,Rebuck,Pennsylvania ,NORTHUMBERLAND,42,097,PA 
17868,Riverside,Pennsylvania ,NORTHUMBERLAND,42,097,PA 
17876,Shamokin Dam,Pennsylvania ,SNYDER,42,109,PA 
17878,Stillwater,Pennsylvania ,COLUMBIA,42,037,PA 
17880,Swengel,Pennsylvania ,UNION,42,119,PA 
17872,Shamokin,Pennsylvania ,NORTHUMBERLAND,42,097,PA 
17881,Trevorton,Pennsylvania ,NORTHUMBERLAND,42,097,PA 
17877,Snydertown,Pennsylvania ,NORTHUMBERLAND,42,097,PA 
17870,Selinsgrove,Pennsylvania ,SNYDER,42,109,PA 
17882,Troxelville,Pennsylvania ,SNYDER,42,109,PA 
17884,Washingtonville,Pennsylvania ,MONTOUR,42,093,PA 
17887,White Deer,Pennsylvania ,UNION,42,119,PA 
17901,Pottsville,Pennsylvania ,SCHUYLKILL,42,107,PA 
17885,Weikert,Pennsylvania ,UNION,42,119,PA 
17888,Wilburton,Pennsylvania ,COLUMBIA,42,037,PA 
17889,Winfield,Pennsylvania ,UNION,42,119,PA 
17886,West Milton,Pennsylvania ,UNION,42,119,PA 
17920,Aristes,Pennsylvania ,COLUMBIA,42,037,PA 
17921,Ashland,Pennsylvania ,SCHUYLKILL,42,107,PA 
17922,Auburn,Pennsylvania ,SCHUYLKILL,42,107,PA 
17930,Cumbola,Pennsylvania ,SCHUYLKILL,42,107,PA 
17923,Branchdale,Pennsylvania ,SCHUYLKILL,42,107,PA 
17929,Cressona,Pennsylvania ,SCHUYLKILL,42,107,PA 
17925,Brockton,Pennsylvania ,SCHUYLKILL,42,107,PA 
17931,Frackville,Pennsylvania ,SCHUYLKILL,42,107,PA 
17932,Frackville,Pennsylvania ,SCHUYLKILL,42,107,PA 
17933,Friedensburg,Pennsylvania ,SCHUYLKILL,42,107,PA 
17934,Gilberton,Pennsylvania ,SCHUYLKILL,42,107,PA 
17935,Girardville,Pennsylvania ,SCHUYLKILL,42,107,PA 
17941,Klingerstown,Pennsylvania ,SCHUYLKILL,42,107,PA 
17944,Llewellyn,Pennsylvania ,SCHUYLKILL,42,107,PA 
17936,Gordon,Pennsylvania ,SCHUYLKILL,42,107,PA 
17943,Lavelle,Pennsylvania ,SCHUYLKILL,42,107,PA 
17938,Hegins,Pennsylvania ,SCHUYLKILL,42,107,PA 
17945,Locustdale,Pennsylvania ,SCHUYLKILL,42,107,PA 
17946,Lost Creek,Pennsylvania ,SCHUYLKILL,42,107,PA 
17953,Middleport,Pennsylvania ,SCHUYLKILL,42,107,PA 
17949,Mahanoy Plane,Pennsylvania ,SCHUYLKILL,42,107,PA 
17948,Mahanoy City,Pennsylvania ,SCHUYLKILL,42,107,PA 
17951,Mar Lin,Pennsylvania ,SCHUYLKILL,42,107,PA 
17952,Mary D,Pennsylvania ,SCHUYLKILL,42,107,PA 
17954,Minersville,Pennsylvania ,SCHUYLKILL,42,107,PA 
17957,Muir,Pennsylvania ,SCHUYLKILL,42,107,PA 
17963,Pine Grove,Pennsylvania ,SCHUYLKILL,42,107,PA 
17959,New Philadelphia,Pennsylvania ,SCHUYLKILL,42,107,PA 
17960,New Ringgold,Pennsylvania ,SCHUYLKILL,42,107,PA 
17964,Pitman,Pennsylvania ,SCHUYLKILL,42,107,PA 
17961,Orwigsburg,Pennsylvania ,SCHUYLKILL,42,107,PA 
17966,Ravine,Pennsylvania ,SCHUYLKILL,42,107,PA 
17965,Port Carbon,Pennsylvania ,SCHUYLKILL,42,107,PA 
17967,Ringtown,Pennsylvania ,SCHUYLKILL,42,107,PA 
17968,Sacramento,Pennsylvania ,SCHUYLKILL,42,107,PA 
17974,Seltzer,Pennsylvania ,SCHUYLKILL,42,107,PA 
17972,Schuylkill Haven,Pennsylvania ,SCHUYLKILL,42,107,PA 
17978,Spring Glen,Pennsylvania ,DAUPHIN,42,043,PA 
17970,Saint Clair,Pennsylvania ,SCHUYLKILL,42,107,PA 
17979,Summit Station,Pennsylvania ,SCHUYLKILL,42,107,PA 
17976,Shenandoah,Pennsylvania ,SCHUYLKILL,42,107,PA 
17980,Tower City,Pennsylvania ,SCHUYLKILL,42,107,PA 
17981,Tremont,Pennsylvania ,SCHUYLKILL,42,107,PA 
17982,Tuscarora,Pennsylvania ,SCHUYLKILL,42,107,PA 
17983,Valley View,Pennsylvania ,SCHUYLKILL,42,107,PA 
18001,Lehigh Valley,Pennsylvania ,NORTHAMPTON,42,095,PA 
17985,Zion Grove,Pennsylvania ,SCHUYLKILL,42,107,PA 
18003,Lehigh Valley,Pennsylvania ,NORTHAMPTON,42,095,PA 
18002,Lehigh Valley,Pennsylvania ,NORTHAMPTON,42,095,PA 
18011,Alburtis,Pennsylvania ,LEHIGH,42,077,PA 
18012,Aquashicola,Pennsylvania ,CARBON,42,025,PA 
18013,Bangor,Pennsylvania ,NORTHAMPTON,42,095,PA 
18014,Bath,Pennsylvania ,NORTHAMPTON,42,095,PA 
18017,Bethlehem,Pennsylvania ,NORTHAMPTON,42,095,PA 
18020,Bethlehem,Pennsylvania ,NORTHAMPTON,42,095,PA 
18018,Bethlehem,Pennsylvania ,NORTHAMPTON,42,095,PA 
18015,Bethlehem,Pennsylvania ,NORTHAMPTON,42,095,PA 
18016,Bethlehem,Pennsylvania ,NORTHAMPTON,42,095,PA 
18025,Bethlehem,Pennsylvania ,LEHIGH,42,077,PA 
18031,Breinigsville,Pennsylvania ,LEHIGH,42,077,PA 
18030,Bowmanstown,Pennsylvania ,CARBON,42,025,PA 
18038,Danielsville,Pennsylvania ,NORTHAMPTON,42,095,PA 
18032,Catasauqua,Pennsylvania ,LEHIGH,42,077,PA 
18036,Coopersburg,Pennsylvania ,LEHIGH,42,077,PA 
18034,Center Valley,Pennsylvania ,LEHIGH,42,077,PA 
18035,Cherryville,Pennsylvania ,NORTHAMPTON,42,095,PA 
18037,Coplay,Pennsylvania ,LEHIGH,42,077,PA 
18040,Easton,Pennsylvania ,NORTHAMPTON,42,095,PA 
18039,Durham,Pennsylvania ,BUCKS,42,017,PA 
18042,Easton,Pennsylvania ,NORTHAMPTON,42,095,PA 
18045,Easton,Pennsylvania ,NORTHAMPTON,42,095,PA 
18041,East Greenville,Pennsylvania ,MONTGOMERY,42,091,PA 
18043,Easton,Pennsylvania ,NORTHAMPTON,42,095,PA 
18051,Fogelsville,Pennsylvania ,LEHIGH,42,077,PA 
18049,Emmaus,Pennsylvania ,LEHIGH,42,077,PA 
18044,Easton,Pennsylvania ,NORTHAMPTON,42,095,PA 
18046,East Texas,Pennsylvania ,LEHIGH,42,077,PA 
18054,Green Lane,Pennsylvania ,MONTGOMERY,42,091,PA 
18053,Germansville,Pennsylvania ,LEHIGH,42,077,PA 
18060,Limeport,Pennsylvania ,LEHIGH,42,077,PA 
18055,Hellertown,Pennsylvania ,NORTHAMPTON,42,095,PA 
18058,Kunkletown,Pennsylvania ,MONROE,42,089,PA 
18056,Hereford,Pennsylvania ,BERKS,42,011,PA 
18052,Whitehall,Pennsylvania ,LEHIGH,42,077,PA 
18059,Laurys Station,Pennsylvania ,LEHIGH,42,077,PA 
18062,Macungie,Pennsylvania ,LEHIGH,42,077,PA 
18068,Old Zionsville,Pennsylvania ,LEHIGH,42,077,PA 
18064,Nazareth,Pennsylvania ,NORTHAMPTON,42,095,PA 
18066,New Tripoli,Pennsylvania ,LEHIGH,42,077,PA 
18065,Neffs,Pennsylvania ,LEHIGH,42,077,PA 
18063,Martins Creek,Pennsylvania ,NORTHAMPTON,42,095,PA 
18069,Orefield,Pennsylvania ,LEHIGH,42,077,PA 
18067,Northampton,Pennsylvania ,NORTHAMPTON,42,095,PA 
18071,Palmerton,Pennsylvania ,CARBON,42,025,PA 
18070,Palm,Pennsylvania ,MONTGOMERY,42,091,PA 
18073,Pennsburg,Pennsylvania ,MONTGOMERY,42,091,PA 
18072,Pen Argyl,Pennsylvania ,NORTHAMPTON,42,095,PA 
18074,Perkiomenville,Pennsylvania ,MONTGOMERY,42,091,PA 
18076,Red Hill,Pennsylvania ,MONTGOMERY,42,091,PA 
18077,Riegelsville,Pennsylvania ,BUCKS,42,017,PA 
18078,Schnecksville,Pennsylvania ,LEHIGH,42,077,PA 
18079,Slatedale,Pennsylvania ,LEHIGH,42,077,PA 
18081,Springtown,Pennsylvania ,BUCKS,42,017,PA 
18083,Stockertown,Pennsylvania ,NORTHAMPTON,42,095,PA 
18084,Sumneytown,Pennsylvania ,MONTGOMERY,42,091,PA 
18086,Treichlers,Pennsylvania ,NORTHAMPTON,42,095,PA 
18085,Tatamy,Pennsylvania ,NORTHAMPTON,42,095,PA 
18087,Trexlertown,Pennsylvania ,LEHIGH,42,077,PA 
18080,Slatington,Pennsylvania ,LEHIGH,42,077,PA 
18088,Walnutport,Pennsylvania ,NORTHAMPTON,42,095,PA 
18092,Zionsville,Pennsylvania ,LEHIGH,42,077,PA 
18101,Allentown,Pennsylvania ,LEHIGH,42,077,PA 
18099,Emmaus,Pennsylvania ,LEHIGH,42,077,PA 
18098,Emmaus,Pennsylvania ,LEHIGH,42,077,PA 
18102,Allentown,Pennsylvania ,LEHIGH,42,077,PA 
18103,Allentown,Pennsylvania ,LEHIGH,42,077,PA 
18091,Wind Gap,Pennsylvania ,NORTHAMPTON,42,095,PA 
18195,Allentown,Pennsylvania ,LEHIGH,42,077,PA 
18202,Hazleton,Pennsylvania ,LUZERNE,42,079,PA 
18109,Allentown,Pennsylvania ,LEHIGH,42,077,PA 
18104,Allentown,Pennsylvania ,LEHIGH,42,077,PA 
18201,Hazleton,Pennsylvania ,LUZERNE,42,079,PA 
18106,Allentown,Pennsylvania ,LEHIGH,42,077,PA 
18105,Allentown,Pennsylvania ,LEHIGH,42,077,PA 
18210,Albrightsville,Pennsylvania ,CARBON,42,025,PA 
18212,Ashfield,Pennsylvania ,CARBON,42,025,PA 
18211,Andreas,Pennsylvania ,SCHUYLKILL,42,107,PA 
18218,Coaldale,Pennsylvania ,SCHUYLKILL,42,107,PA 
18216,Beaver Meadows,Pennsylvania ,LUZERNE,42,079,PA 
18220,Delano,Pennsylvania ,SCHUYLKILL,42,107,PA 
18214,Barnesville,Pennsylvania ,SCHUYLKILL,42,107,PA 
18221,Drifton,Pennsylvania ,LUZERNE,42,079,PA 
18219,Conyngham,Pennsylvania ,LUZERNE,42,079,PA 
18222,Drums,Pennsylvania ,LUZERNE,42,079,PA 
18230,Junedale,Pennsylvania ,CARBON,42,025,PA 
18223,Ebervale,Pennsylvania ,LUZERNE,42,079,PA 
18225,Harleigh,Pennsylvania ,LUZERNE,42,079,PA 
18232,Lansford,Pennsylvania ,CARBON,42,025,PA 
18224,Freeland,Pennsylvania ,LUZERNE,42,079,PA 
18229,Jim Thorpe,Pennsylvania ,CARBON,42,025,PA 
18231,Kelayres,Pennsylvania ,SCHUYLKILL,42,107,PA 
18234,Lattimer Mines,Pennsylvania ,LUZERNE,42,079,PA 
18244,Parryville,Pennsylvania ,CARBON,42,025,PA 
18237,Mcadoo,Pennsylvania ,SCHUYLKILL,42,107,PA 
18235,Lehighton,Pennsylvania ,CARBON,42,025,PA 
18240,Nesquehoning,Pennsylvania ,CARBON,42,025,PA 
18242,Oneida,Pennsylvania ,SCHUYLKILL,42,107,PA 
18239,Milnesville,Pennsylvania ,LUZERNE,42,079,PA 
18241,Nuremberg,Pennsylvania ,SCHUYLKILL,42,107,PA 
18246,Rock Glen,Pennsylvania ,LUZERNE,42,079,PA 
18245,Quakake,Pennsylvania ,SCHUYLKILL,42,107,PA 
18252,Tamaqua,Pennsylvania ,SCHUYLKILL,42,107,PA 
18248,Sheppton,Pennsylvania ,SCHUYLKILL,42,107,PA 
18251,Sybertsville,Pennsylvania ,LUZERNE,42,079,PA 
18250,Summit Hill,Pennsylvania ,CARBON,42,025,PA 
18249,Sugarloaf,Pennsylvania ,LUZERNE,42,079,PA 
18247,Saint Johns,Pennsylvania ,LUZERNE,42,079,PA 
18255,Weatherly,Pennsylvania ,CARBON,42,025,PA 
18254,Tresckow,Pennsylvania ,CARBON,42,025,PA 
18302,East Stroudsburg,Pennsylvania ,MONROE,42,089,PA 
18321,Bartonsville,Pennsylvania ,MONROE,42,089,PA 
18301,East Stroudsburg,Pennsylvania ,MONROE,42,089,PA 
18322,Brodheadsville,Pennsylvania ,MONROE,42,089,PA 
18320,Analomink,Pennsylvania ,MONROE,42,089,PA 
18256,Weston,Pennsylvania ,LUZERNE,42,079,PA 
18323,Buck Hill Falls,Pennsylvania ,MONROE,42,089,PA 
18324,Bushkill,Pennsylvania ,PIKE,42,103,PA 
18325,Canadensis,Pennsylvania ,MONROE,42,089,PA 
18328,Dingmans Ferry,Pennsylvania ,PIKE,42,103,PA 
18326,Cresco,Pennsylvania ,MONROE,42,089,PA 
18331,Gilbert,Pennsylvania ,MONROE,42,089,PA 
18327,Delaware Water Gap,Pennsylvania ,MONROE,42,089,PA 
18330,Effort,Pennsylvania ,MONROE,42,089,PA 
18332,Henryville,Pennsylvania ,MONROE,42,089,PA 
18333,Kresgeville,Pennsylvania ,MONROE,42,089,PA 
18335,Marshalls Creek,Pennsylvania ,MONROE,42,089,PA 
18340,Millrift,Pennsylvania ,PIKE,42,103,PA 
18342,Mountainhome,Pennsylvania ,MONROE,42,089,PA 
18336,Matamoras,Pennsylvania ,PIKE,42,103,PA 
18341,Minisink Hills,Pennsylvania ,MONROE,42,089,PA 
18337,Milford,Pennsylvania ,PIKE,42,103,PA 
18334,Long Pond,Pennsylvania ,MONROE,42,089,PA 
18343,Mount Bethel,Pennsylvania ,NORTHAMPTON,42,095,PA 
18344,Mount Pocono,Pennsylvania ,MONROE,42,089,PA 
18346,Pocono Summit,Pennsylvania ,MONROE,42,089,PA 
18347,Pocono Lake,Pennsylvania ,MONROE,42,089,PA 
18349,Pocono Manor,Pennsylvania ,MONROE,42,089,PA 
18348,Pocono Lake Preserve,Pennsylvania ,MONROE,42,089,PA 
18351,Portland,Pennsylvania ,NORTHAMPTON,42,095,PA 
18350,Pocono Pines,Pennsylvania ,MONROE,42,089,PA 
18352,Reeders,Pennsylvania ,MONROE,42,089,PA 
18353,Saylorsburg,Pennsylvania ,MONROE,42,089,PA 
18356,Shawnee On Delaware,Pennsylvania ,MONROE,42,089,PA 
18370,Swiftwater,Pennsylvania ,MONROE,42,089,PA 
18355,Scotrun,Pennsylvania ,MONROE,42,089,PA 
18354,Sciota,Pennsylvania ,MONROE,42,089,PA 
18357,Skytop,Pennsylvania ,MONROE,42,089,PA 
18360,Stroudsburg,Pennsylvania ,MONROE,42,089,PA 
18371,Tamiment,Pennsylvania ,PIKE,42,103,PA 
18372,Tannersville,Pennsylvania ,MONROE,42,089,PA 
18403,Archbald,Pennsylvania ,LACKAWANNA,42,069,PA 
18410,Chinchilla,Pennsylvania ,LACKAWANNA,42,069,PA 
18407,Carbondale,Pennsylvania ,LACKAWANNA,42,069,PA 
18411,Clarks Summit,Pennsylvania ,LACKAWANNA,42,069,PA 
18405,Beach Lake,Pennsylvania ,WAYNE,42,127,PA 
18414,Dalton,Pennsylvania ,LACKAWANNA,42,069,PA 
18413,Clifford,Pennsylvania ,SUSQUEHANNA,42,115,PA 
18415,Damascus,Pennsylvania ,WAYNE,42,127,PA 
18416,Elmhurst,Pennsylvania ,LACKAWANNA,42,069,PA 
18417,Equinunk,Pennsylvania ,WAYNE,42,127,PA 
18419,Factoryville,Pennsylvania ,WYOMING,42,131,PA 
18420,Fleetville,Pennsylvania ,LACKAWANNA,42,069,PA 
18421,Forest City,Pennsylvania ,SUSQUEHANNA,42,115,PA 
18425,Greeley,Pennsylvania ,PIKE,42,103,PA 
18424,Gouldsboro,Pennsylvania ,LACKAWANNA,42,069,PA 
18426,Greentown,Pennsylvania ,PIKE,42,103,PA 
18427,Hamlin,Pennsylvania ,WAYNE,42,127,PA 
18428,Hawley,Pennsylvania ,PIKE,42,103,PA 
18431,Honesdale,Pennsylvania ,WAYNE,42,127,PA 
18430,Herrick Center,Pennsylvania ,SUSQUEHANNA,42,115,PA 
18435,Lackawaxen,Pennsylvania ,PIKE,42,103,PA 
18436,Lake Ariel,Pennsylvania ,WAYNE,42,127,PA 
18434,Jessup,Pennsylvania ,LACKAWANNA,42,069,PA 
18433,Jermyn,Pennsylvania ,LACKAWANNA,42,069,PA 
18437,Lake Como,Pennsylvania ,WAYNE,42,127,PA 
18438,Lakeville,Pennsylvania ,WAYNE,42,127,PA 
18440,La Plume,Pennsylvania ,LACKAWANNA,42,069,PA 
18439,Lakewood,Pennsylvania ,WAYNE,42,127,PA 
18443,Milanville,Pennsylvania ,WAYNE,42,127,PA 
18441,Lenoxville,Pennsylvania ,SUSQUEHANNA,42,115,PA 
18444,Moscow,Pennsylvania ,LACKAWANNA,42,069,PA 
18445,Newfoundland,Pennsylvania ,WAYNE,42,127,PA 
18446,Nicholson,Pennsylvania ,WYOMING,42,131,PA 
18447,Olyphant,Pennsylvania ,LACKAWANNA,42,069,PA 
18448,Olyphant,Pennsylvania ,LACKAWANNA,42,069,PA 
18449,Orson,Pennsylvania ,WAYNE,42,127,PA 
18453,Pleasant Mount,Pennsylvania ,WAYNE,42,127,PA 
18452,Peckville,Pennsylvania ,LACKAWANNA,42,069,PA 
18454,Poyntelle,Pennsylvania ,WAYNE,42,127,PA 
18451,Paupack,Pennsylvania ,PIKE,42,103,PA 
18456,Prompton,Pennsylvania ,WAYNE,42,127,PA 
18455,Preston Park,Pennsylvania ,WAYNE,42,127,PA 
18458,Shohola,Pennsylvania ,PIKE,42,103,PA 
18457,Rowland,Pennsylvania ,PIKE,42,103,PA 
18460,South Sterling,Pennsylvania ,WAYNE,42,127,PA 
18459,South Canaan,Pennsylvania ,WAYNE,42,127,PA 
18461,Starlight,Pennsylvania ,WAYNE,42,127,PA 
18464,Tafton,Pennsylvania ,PIKE,42,103,PA 
18462,Starrucca,Pennsylvania ,WAYNE,42,127,PA 
18463,Sterling,Pennsylvania ,WAYNE,42,127,PA 
18465,Thompson,Pennsylvania ,SUSQUEHANNA,42,115,PA 
18466,Tobyhanna,Pennsylvania ,MONROE,42,089,PA 
18469,Tyler Hill,Pennsylvania ,WAYNE,42,127,PA 
18470,Union Dale,Pennsylvania ,SUSQUEHANNA,42,115,PA 
18501,Scranton,Pennsylvania ,LACKAWANNA,42,069,PA 
18471,Waverly,Pennsylvania ,LACKAWANNA,42,069,PA 
18473,White Mills,Pennsylvania ,WAYNE,42,127,PA 
18472,Waymart,Pennsylvania ,WAYNE,42,127,PA 
18503,Scranton,Pennsylvania ,LACKAWANNA,42,069,PA 
18502,Scranton,Pennsylvania ,LACKAWANNA,42,069,PA 
18504,Scranton,Pennsylvania ,LACKAWANNA,42,069,PA 
18509,Scranton,Pennsylvania ,LACKAWANNA,42,069,PA 
18507,Moosic,Pennsylvania ,LACKAWANNA,42,069,PA 
18508,Scranton,Pennsylvania ,LACKAWANNA,42,069,PA 
18512,Scranton,Pennsylvania ,LACKAWANNA,42,069,PA 
18510,Scranton,Pennsylvania ,LACKAWANNA,42,069,PA 
18505,Scranton,Pennsylvania ,LACKAWANNA,42,069,PA 
18517,Taylor,Pennsylvania ,LACKAWANNA,42,069,PA 
