32009,Bryceville,Florida ,NASSAU,12,089,FL 
34787,Winter Garden,Florida ,ORANGE,12,095,FL 
34786,Windermere,Florida ,ORANGE,12,095,FL 
34788,Leesburg,Florida ,LAKE,12,069,FL 
34797,Yalaha,Florida ,LAKE,12,069,FL 
34789,Leesburg,Florida ,LAKE,12,069,FL 
34945,Fort Pierce,Florida ,SAINT LUCIE,12,111,FL 
34947,Fort Pierce,Florida ,SAINT LUCIE,12,111,FL 
34946,Fort Pierce,Florida ,SAINT LUCIE,12,111,FL 
34948,Fort Pierce,Florida ,SAINT LUCIE,12,111,FL 
34949,Fort Pierce,Florida ,SAINT LUCIE,12,111,FL 
34951,Fort Pierce,Florida ,SAINT LUCIE,12,111,FL 
34950,Fort Pierce,Florida ,SAINT LUCIE,12,111,FL 
34953,Port Saint Lucie,Florida ,SAINT LUCIE,12,111,FL 
34954,Fort Pierce,Florida ,SAINT LUCIE,12,111,FL 
34952,Port Saint Lucie,Florida ,SAINT LUCIE,12,111,FL 
34956,Indiantown,Florida ,MARTIN,12,085,FL 
34958,Jensen Beach,Florida ,MARTIN,12,085,FL 
34957,Jensen Beach,Florida ,MARTIN,12,085,FL 
34973,Okeechobee,Florida ,OKEECHOBEE,12,093,FL 
34974,Okeechobee,Florida ,OKEECHOBEE,12,093,FL 
34981,Fort Pierce,Florida ,SAINT LUCIE,12,111,FL 
34979,Fort Pierce,Florida ,SAINT LUCIE,12,111,FL 
34982,Fort Pierce,Florida ,SAINT LUCIE,12,111,FL 
34972,Okeechobee,Florida ,OKEECHOBEE,12,093,FL 
34984,Port Saint Lucie,Florida ,SAINT LUCIE,12,111,FL 
34983,Port Saint Lucie,Florida ,SAINT LUCIE,12,111,FL 
34990,Palm City,Florida ,MARTIN,12,085,FL 
34986,Port Saint Lucie,Florida ,SAINT LUCIE,12,111,FL 
34985,Port Saint Lucie,Florida ,SAINT LUCIE,12,111,FL 
34987,Port Saint Lucie,Florida ,SAINT LUCIE,12,111,FL 
34991,Palm City,Florida ,MARTIN,12,085,FL 
34994,Stuart,Florida ,MARTIN,12,085,FL 
34992,Port Salerno,Florida ,MARTIN,12,085,FL 
34988,Port Saint Lucie,Florida ,SAINT LUCIE,12,111,FL 
34995,Stuart,Florida ,MARTIN,12,085,FL 
34997,Stuart,Florida ,MARTIN,12,085,FL 
34996,Stuart,Florida ,MARTIN,12,085,FL 
