90001,Los Angeles,California ,LOS ANGELES,06,037,CA 
94024,Los Altos,California ,SANTA CLARA,06,085,CA 
94021,Loma Mar,California ,SAN MATEO,06,081,CA 
94022,Los Altos,California ,SANTA CLARA,06,085,CA 
94023,Los Altos,California ,SANTA CLARA,06,085,CA 
94026,Menlo Park,California ,SAN MATEO,06,081,CA 
94028,Portola Valley,California ,SAN MATEO,06,081,CA 
94027,Atherton,California ,SAN MATEO,06,081,CA 
94037,Montara,California ,SAN MATEO,06,081,CA 
94035,Mountain View,California ,SANTA CLARA,06,085,CA 
94030,Millbrae,California ,SAN MATEO,06,081,CA 
94039,Mountain View,California ,SANTA CLARA,06,085,CA 
94038,Moss Beach,California ,SAN MATEO,06,081,CA 
94040,Mountain View,California ,SANTA CLARA,06,085,CA 
94041,Mountain View,California ,SANTA CLARA,06,085,CA 
94042,Mountain View,California ,SANTA CLARA,06,085,CA 
94043,Mountain View,California ,SANTA CLARA,06,085,CA 
94060,Pescadero,California ,SAN MATEO,06,081,CA 
94061,Redwood City,California ,SAN MATEO,06,081,CA 
94044,Pacifica,California ,SAN MATEO,06,081,CA 
94063,Redwood City,California ,SAN MATEO,06,081,CA 
94062,Redwood City,California ,SAN MATEO,06,081,CA 
94065,Redwood City,California ,SAN MATEO,06,081,CA 
94064,Redwood City,California ,SAN MATEO,06,081,CA 
94066,San Bruno,California ,SAN MATEO,06,081,CA 
94070,San Carlos,California ,SAN MATEO,06,081,CA 
94074,San Gregorio,California ,SAN MATEO,06,081,CA 
94080,South San Francisco,California ,SAN MATEO,06,081,CA 
94083,South San Francisco,California ,SAN MATEO,06,081,CA 
94085,Sunnyvale,California ,SANTA CLARA,06,085,CA 
94087,Sunnyvale,California ,SANTA CLARA,06,085,CA 
94086,Sunnyvale,California ,SANTA CLARA,06,085,CA 
94088,Sunnyvale,California ,SANTA CLARA,06,085,CA 
94089,Sunnyvale,California ,SANTA CLARA,06,085,CA 
94102,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94103,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94105,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94108,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94104,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94107,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94109,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94110,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94111,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94114,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94115,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94112,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94116,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94118,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94117,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94119,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94120,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94121,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94125,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94124,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94123,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94122,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94126,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94127,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94128,San Francisco,California ,SAN MATEO,06,081,CA 
94129,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94130,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94132,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94134,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94131,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94137,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94133,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94140,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94139,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94142,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94141,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94144,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94146,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94143,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94145,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94147,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94151,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94163,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94161,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94158,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94160,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94159,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94172,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94164,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94177,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94206,Sacramento,California ,SACRAMENTO,06,067,CA 
94205,Sacramento,California ,SACRAMENTO,06,067,CA 
94203,Sacramento,California ,SACRAMENTO,06,067,CA 
94188,San Francisco,California ,SAN FRANCISCO,06,075,CA 
94204,Sacramento,California ,SACRAMENTO,06,067,CA 
94208,Sacramento,California ,SACRAMENTO,06,067,CA 
94207,Sacramento,California ,SACRAMENTO,06,067,CA 
94209,Sacramento,California ,SACRAMENTO,06,067,CA 
94211,Sacramento,California ,SACRAMENTO,06,067,CA 
94229,Sacramento,California ,SACRAMENTO,06,067,CA 
94236,Sacramento,California ,SACRAMENTO,06,067,CA 
94230,Sacramento,California ,SACRAMENTO,06,067,CA 
94232,Sacramento,California ,SACRAMENTO,06,067,CA 
94237,Sacramento,California ,SACRAMENTO,06,067,CA 
94234,Sacramento,California ,SACRAMENTO,06,067,CA 
94235,Sacramento,California ,SACRAMENTO,06,067,CA 
94239,Sacramento,California ,SACRAMENTO,06,067,CA 
94247,Sacramento,California ,SACRAMENTO,06,067,CA 
94250,Sacramento,California ,SACRAMENTO,06,067,CA 
94240,Sacramento,California ,SACRAMENTO,06,067,CA 
94245,Sacramento,California ,SACRAMENTO,06,067,CA 
94249,Sacramento,California ,SACRAMENTO,06,067,CA 
94248,Sacramento,California ,SACRAMENTO,06,067,CA 
94244,Sacramento,California ,SACRAMENTO,06,067,CA 
94252,Sacramento,California ,SACRAMENTO,06,067,CA 
94254,Sacramento,California ,SACRAMENTO,06,067,CA 
94258,Sacramento,California ,SACRAMENTO,06,067,CA 
94259,Sacramento,California ,SACRAMENTO,06,067,CA 
94256,Sacramento,California ,SACRAMENTO,06,067,CA 
94261,Sacramento,California ,SACRAMENTO,06,067,CA 
94257,Sacramento,California ,SACRAMENTO,06,067,CA 
94262,Sacramento,California ,SACRAMENTO,06,067,CA 
94263,Sacramento,California ,SACRAMENTO,06,067,CA 
94267,Sacramento,California ,SACRAMENTO,06,067,CA 
94277,Sacramento,California ,SACRAMENTO,06,067,CA 
94273,Sacramento,California ,SACRAMENTO,06,067,CA 
94271,Sacramento,California ,SACRAMENTO,06,067,CA 
94269,Sacramento,California ,SACRAMENTO,06,067,CA 
94268,Sacramento,California ,SACRAMENTO,06,067,CA 
94274,Sacramento,California ,SACRAMENTO,06,067,CA 
94278,Sacramento,California ,SACRAMENTO,06,067,CA 
94279,Sacramento,California ,SACRAMENTO,06,067,CA 
94280,Sacramento,California ,SACRAMENTO,06,067,CA 
94282,Sacramento,California ,SACRAMENTO,06,067,CA 
94283,Sacramento,California ,SACRAMENTO,06,067,CA 
94287,Sacramento,California ,SACRAMENTO,06,067,CA 
94284,Sacramento,California ,SACRAMENTO,06,067,CA 
94285,Sacramento,California ,SACRAMENTO,06,067,CA 
94288,Sacramento,California ,SACRAMENTO,06,067,CA 
94289,Sacramento,California ,SACRAMENTO,06,067,CA 
94290,Sacramento,California ,SACRAMENTO,06,067,CA 
94295,Sacramento,California ,SACRAMENTO,06,067,CA 
94291,Sacramento,California ,SACRAMENTO,06,067,CA 
94293,Sacramento,California ,SACRAMENTO,06,067,CA 
94294,Sacramento,California ,SACRAMENTO,06,067,CA 
94296,Sacramento,California ,SACRAMENTO,06,067,CA 
94297,Sacramento,California ,SACRAMENTO,06,067,CA 
94298,Sacramento,California ,SACRAMENTO,06,067,CA 
94299,Sacramento,California ,SACRAMENTO,06,067,CA 
94301,Palo Alto,California ,SANTA CLARA,06,085,CA 
94303,Palo Alto,California ,SANTA CLARA,06,085,CA 
94304,Palo Alto,California ,SANTA CLARA,06,085,CA 
94309,Palo Alto,California ,SANTA CLARA,06,085,CA 
94306,Palo Alto,California ,SANTA CLARA,06,085,CA 
94302,Palo Alto,California ,SANTA CLARA,06,085,CA 
94305,Stanford,California ,SANTA CLARA,06,085,CA 
94401,San Mateo,California ,SAN MATEO,06,081,CA 
94402,San Mateo,California ,SAN MATEO,06,081,CA 
94403,San Mateo,California ,SAN MATEO,06,081,CA 
94503,American Canyon,California ,NAPA,06,055,CA 
94497,San Mateo,California ,SAN MATEO,06,081,CA 
94404,San Mateo,California ,SAN MATEO,06,081,CA 
94502,Alameda,California ,ALAMEDA,06,001,CA 
94505,Discovery Bay,California ,CONTRA COSTA,06,013,CA 
94501,Alameda,California ,ALAMEDA,06,001,CA 
94506,Danville,California ,CONTRA COSTA,06,013,CA 
94509,Antioch,California ,CONTRA COSTA,06,013,CA 
94511,Bethel Island,California ,CONTRA COSTA,06,013,CA 
94507,Alamo,California ,CONTRA COSTA,06,013,CA 
94510,Benicia,California ,SOLANO,06,095,CA 
94514,Byron,California ,CONTRA COSTA,06,013,CA 
94512,Birds Landing,California ,SOLANO,06,095,CA 
94508,Angwin,California ,NAPA,06,055,CA 
94513,Brentwood,California ,CONTRA COSTA,06,013,CA 
94515,Calistoga,California ,NAPA,06,055,CA 
94519,Concord,California ,CONTRA COSTA,06,013,CA 
94518,Concord,California ,CONTRA COSTA,06,013,CA 
94516,Canyon,California ,CONTRA COSTA,06,013,CA 
94517,Clayton,California ,CONTRA COSTA,06,013,CA 
94522,Concord,California ,CONTRA COSTA,06,013,CA 
94521,Concord,California ,CONTRA COSTA,06,013,CA 
94520,Concord,California ,CONTRA COSTA,06,013,CA 
94523,Pleasant Hill,California ,CONTRA COSTA,06,013,CA 
94524,Concord,California ,CONTRA COSTA,06,013,CA 
94529,Concord,California ,CONTRA COSTA,06,013,CA 
94528,Diablo,California ,CONTRA COSTA,06,013,CA 
94526,Danville,California ,CONTRA COSTA,06,013,CA 
94527,Concord,California ,CONTRA COSTA,06,013,CA 
94530,El Cerrito,California ,CONTRA COSTA,06,013,CA 
94525,Crockett,California ,CONTRA COSTA,06,013,CA 
94531,Antioch,California ,CONTRA COSTA,06,013,CA 
94533,Fairfield,California ,SOLANO,06,095,CA 
94534,Fairfield,California ,SOLANO,06,095,CA 
94539,Fremont,California ,ALAMEDA,06,001,CA 
94537,Fremont,California ,ALAMEDA,06,001,CA 
94536,Fremont,California ,ALAMEDA,06,001,CA 
94535,Travis AFB,California ,SOLANO,06,095,CA 
94538,Fremont,California ,ALAMEDA,06,001,CA 
94540,Hayward,California ,ALAMEDA,06,001,CA 
94541,Hayward,California ,ALAMEDA,06,001,CA 
94547,Hercules,California ,CONTRA COSTA,06,013,CA 
94545,Hayward,California ,ALAMEDA,06,001,CA 
94542,Hayward,California ,ALAMEDA,06,001,CA 
94544,Hayward,California ,ALAMEDA,06,001,CA 
94546,Castro Valley,California ,ALAMEDA,06,001,CA 
94543,Hayward,California ,ALAMEDA,06,001,CA 
94548,Knightsen,California ,CONTRA COSTA,06,013,CA 
94549,Lafayette,California ,CONTRA COSTA,06,013,CA 
94551,Livermore,California ,ALAMEDA,06,001,CA 
94552,Castro Valley,California ,ALAMEDA,06,001,CA 
94553,Martinez,California ,CONTRA COSTA,06,013,CA 
94555,Fremont,California ,ALAMEDA,06,001,CA 
94557,Hayward,California ,ALAMEDA,06,001,CA 
94556,Moraga,California ,CONTRA COSTA,06,013,CA 
94550,Livermore,California ,ALAMEDA,06,001,CA 
94558,Napa,California ,NAPA,06,055,CA 
94564,Pinole,California ,CONTRA COSTA,06,013,CA 
94565,Pittsburg,California ,CONTRA COSTA,06,013,CA 
94563,Orinda,California ,CONTRA COSTA,06,013,CA 
94561,Oakley,California ,CONTRA COSTA,06,013,CA 
94560,Newark,California ,ALAMEDA,06,001,CA 
94566,Pleasanton,California ,ALAMEDA,06,001,CA 
94562,Oakville,California ,NAPA,06,055,CA 
94559,Napa,California ,NAPA,06,055,CA 
94567,Pope Valley,California ,NAPA,06,055,CA 
94570,Moraga,California ,CONTRA COSTA,06,013,CA 
94573,Rutherford,California ,NAPA,06,055,CA 
94569,Port Costa,California ,CONTRA COSTA,06,013,CA 
94572,Rodeo,California ,CONTRA COSTA,06,013,CA 
94568,Dublin,California ,ALAMEDA,06,001,CA 
94571,Rio Vista,California ,SOLANO,06,095,CA 
94574,Saint Helena,California ,NAPA,06,055,CA 
94575,Moraga,California ,CONTRA COSTA,06,013,CA 
94576,Deer Park,California ,NAPA,06,055,CA 
94579,San Leandro,California ,ALAMEDA,06,001,CA 
94577,San Leandro,California ,ALAMEDA,06,001,CA 
94581,Napa,California ,NAPA,06,055,CA 
94578,San Leandro,California ,ALAMEDA,06,001,CA 
94583,San Ramon,California ,CONTRA COSTA,06,013,CA 
94582,San Ramon,California ,CONTRA COSTA,06,013,CA 
94580,San Lorenzo,California ,ALAMEDA,06,001,CA 
94585,Suisun City,California ,SOLANO,06,095,CA 
94586,Sunol,California ,ALAMEDA,06,001,CA 
94587,Union City,California ,ALAMEDA,06,001,CA 
94588,Pleasanton,California ,ALAMEDA,06,001,CA 
94589,Vallejo,California ,SOLANO,06,095,CA 
94591,Vallejo,California ,SOLANO,06,095,CA 
94590,Vallejo,California ,SOLANO,06,095,CA 
94592,Vallejo,California ,SOLANO,06,095,CA 
94595,Walnut Creek,California ,CONTRA COSTA,06,013,CA 
94602,Oakland,California ,ALAMEDA,06,001,CA 
94603,Oakland,California ,ALAMEDA,06,001,CA 
94596,Walnut Creek,California ,CONTRA COSTA,06,013,CA 
94597,Walnut Creek,California ,CONTRA COSTA,06,013,CA 
94601,Oakland,California ,ALAMEDA,06,001,CA 
94598,Walnut Creek,California ,CONTRA COSTA,06,013,CA 
94599,Yountville,California ,NAPA,06,055,CA 
94604,Oakland,California ,ALAMEDA,06,001,CA 
94605,Oakland,California ,ALAMEDA,06,001,CA 
94611,Oakland,California ,ALAMEDA,06,001,CA 
94610,Oakland,California ,ALAMEDA,06,001,CA 
94606,Oakland,California ,ALAMEDA,06,001,CA 
94607,Oakland,California ,ALAMEDA,06,001,CA 
94608,Emeryville,California ,ALAMEDA,06,001,CA 
94609,Oakland,California ,ALAMEDA,06,001,CA 
94612,Oakland,California ,ALAMEDA,06,001,CA 
94613,Oakland,California ,ALAMEDA,06,001,CA 
94617,Oakland,California ,ALAMEDA,06,001,CA 
94614,Oakland,California ,ALAMEDA,06,001,CA 
94618,Oakland,California ,ALAMEDA,06,001,CA 
94621,Oakland,California ,ALAMEDA,06,001,CA 
94619,Oakland,California ,ALAMEDA,06,001,CA 
94615,Oakland,California ,ALAMEDA,06,001,CA 
94620,Piedmont,California ,ALAMEDA,06,001,CA 
94622,Oakland,California ,ALAMEDA,06,001,CA 
94649,Oakland,California ,ALAMEDA,06,001,CA 
94624,Oakland,California ,ALAMEDA,06,001,CA 
94660,Oakland,California ,ALAMEDA,06,001,CA 
94661,Oakland,California ,ALAMEDA,06,001,CA 
94662,Emeryville,California ,ALAMEDA,06,001,CA 
94659,Oakland,California ,ALAMEDA,06,001,CA 
94623,Oakland,California ,ALAMEDA,06,001,CA 
94666,Oakland,California ,ALAMEDA,06,001,CA 
94701,Berkeley,California ,ALAMEDA,06,001,CA 
94702,Berkeley,California ,ALAMEDA,06,001,CA 
94705,Berkeley,California ,ALAMEDA,06,001,CA 
94704,Berkeley,California ,ALAMEDA,06,001,CA 
94707,Berkeley,California ,ALAMEDA,06,001,CA 
94706,Albany,California ,ALAMEDA,06,001,CA 
94708,Berkeley,California ,ALAMEDA,06,001,CA 
94703,Berkeley,California ,ALAMEDA,06,001,CA 
94710,Berkeley,California ,ALAMEDA,06,001,CA 
94804,Richmond,California ,CONTRA COSTA,06,013,CA 
94801,Richmond,California ,CONTRA COSTA,06,013,CA 
94709,Berkeley,California ,ALAMEDA,06,001,CA 
94720,Berkeley,California ,ALAMEDA,06,001,CA 
94712,Berkeley,California ,ALAMEDA,06,001,CA 
94802,Richmond,California ,CONTRA COSTA,06,013,CA 
94803,El Sobrante,California ,CONTRA COSTA,06,013,CA 
94805,Richmond,California ,CONTRA COSTA,06,013,CA 
94820,El Sobrante,California ,CONTRA COSTA,06,013,CA 
94808,Richmond,California ,CONTRA COSTA,06,013,CA 
94901,San Rafael,California ,MARIN,06,041,CA 
94806,San Pablo,California ,CONTRA COSTA,06,013,CA 
94850,Richmond,California ,CONTRA COSTA,06,013,CA 
94807,Richmond,California ,CONTRA COSTA,06,013,CA 
94903,San Rafael,California ,MARIN,06,041,CA 
94904,Greenbrae,California ,MARIN,06,041,CA 
94912,San Rafael,California ,MARIN,06,041,CA 
94922,Bodega,California ,SONOMA,06,097,CA 
94913,San Rafael,California ,MARIN,06,041,CA 
94923,Bodega Bay,California ,SONOMA,06,097,CA 
94914,Kentfield,California ,MARIN,06,041,CA 
94920,Belvedere Tiburon,California ,MARIN,06,041,CA 
94915,San Rafael,California ,MARIN,06,041,CA 
94924,Bolinas,California ,MARIN,06,041,CA 
94925,Corte Madera,California ,MARIN,06,041,CA 
94926,Rohnert Park,California ,SONOMA,06,097,CA 
94928,Rohnert Park,California ,SONOMA,06,097,CA 
94929,Dillon Beach,California ,MARIN,06,041,CA 
94927,Rohnert Park,California ,SONOMA,06,097,CA 
94931,Cotati,California ,SONOMA,06,097,CA 
94930,Fairfax,California ,MARIN,06,041,CA 
94933,Forest Knolls,California ,MARIN,06,041,CA 
94937,Inverness,California ,MARIN,06,041,CA 
94938,Lagunitas,California ,MARIN,06,041,CA 
94939,Larkspur,California ,MARIN,06,041,CA 
94942,Mill Valley,California ,MARIN,06,041,CA 
94940,Marshall,California ,MARIN,06,041,CA 
94945,Novato,California ,MARIN,06,041,CA 
94941,Mill Valley,California ,MARIN,06,041,CA 
94946,Nicasio,California ,MARIN,06,041,CA 
94948,Novato,California ,MARIN,06,041,CA 
94947,Novato,California ,MARIN,06,041,CA 
94949,Novato,California ,MARIN,06,041,CA 
94951,Penngrove,California ,SONOMA,06,097,CA 
94950,Olema,California ,MARIN,06,041,CA 
94953,Petaluma,California ,SONOMA,06,097,CA 
94952,Petaluma,California ,SONOMA,06,097,CA 
94954,Petaluma,California ,SONOMA,06,097,CA 
94955,Petaluma,California ,SONOMA,06,097,CA 
94956,Point Reyes Station,California ,MARIN,06,041,CA 
94957,Ross,California ,MARIN,06,041,CA 
94960,San Anselmo,California ,MARIN,06,041,CA 
94966,Sausalito,California ,MARIN,06,041,CA 
94970,Stinson Beach,California ,MARIN,06,041,CA 
94965,Sausalito,California ,MARIN,06,041,CA 
94964,San Quentin,California ,MARIN,06,041,CA 
94963,San Geronimo,California ,MARIN,06,041,CA 
94971,Tomales,California ,MARIN,06,041,CA 
94972,Valley Ford,California ,SONOMA,06,097,CA 
94973,Woodacre,California ,MARIN,06,041,CA 
94979,San Anselmo,California ,MARIN,06,041,CA 
94977,Larkspur,California ,MARIN,06,041,CA 
94978,Fairfax,California ,MARIN,06,041,CA 
94998,Novato,California ,MARIN,06,041,CA 
94974,San Quentin,California ,MARIN,06,041,CA 
94975,Petaluma,California ,SONOMA,06,097,CA 
94976,Corte Madera,California ,MARIN,06,041,CA 
94999,Petaluma,California ,SONOMA,06,097,CA 
95001,Aptos,California ,SANTA CRUZ,06,087,CA 
95005,Ben Lomond,California ,SANTA CRUZ,06,087,CA 
95002,Alviso,California ,SANTA CLARA,06,085,CA 
95004,Aromas,California ,MONTEREY,06,053,CA 
95006,Boulder Creek,California ,SANTA CRUZ,06,087,CA 
95003,Aptos,California ,SANTA CRUZ,06,087,CA 
95007,Brookdale,California ,SANTA CRUZ,06,087,CA 
95008,Campbell,California ,SANTA CLARA,06,085,CA 
95009,Campbell,California ,SANTA CLARA,06,085,CA 
95010,Capitola,California ,SANTA CRUZ,06,087,CA 
95015,Cupertino,California ,SANTA CLARA,06,085,CA 
95012,Castroville,California ,MONTEREY,06,053,CA 
95011,Campbell,California ,SANTA CLARA,06,085,CA 
95013,Coyote,California ,SANTA CLARA,06,085,CA 
95017,Davenport,California ,SANTA CRUZ,06,087,CA 
95014,Cupertino,California ,SANTA CLARA,06,085,CA 
95018,Felton,California ,SANTA CRUZ,06,087,CA 
95019,Freedom,California ,SANTA CRUZ,06,087,CA 
95020,Gilroy,California ,SANTA CLARA,06,085,CA 
95031,Los Gatos,California ,SANTA CLARA,06,085,CA 
95026,Holy City,California ,SANTA CLARA,06,085,CA 
95024,Hollister,California ,SAN BENITO,06,069,CA 
95023,Hollister,California ,SAN BENITO,06,069,CA 
95021,Gilroy,California ,SANTA CLARA,06,085,CA 
95030,Los Gatos,California ,SANTA CLARA,06,085,CA 
95032,Los Gatos,California ,SANTA CLARA,06,085,CA 
95033,Los Gatos,California ,SANTA CLARA,06,085,CA 
95039,Moss Landing,California ,MONTEREY,06,053,CA 
95035,Milpitas,California ,SANTA CLARA,06,085,CA 
95041,Mount Hermon,California ,SANTA CRUZ,06,087,CA 
95038,Morgan Hill,California ,SANTA CLARA,06,085,CA 
95037,Morgan Hill,California ,SANTA CLARA,06,085,CA 
95036,Milpitas,California ,SANTA CLARA,06,085,CA 
95042,New Almaden,California ,SANTA CLARA,06,085,CA 
95043,Paicines,California ,SAN BENITO,06,069,CA 
95044,Redwood Estates,California ,SANTA CLARA,06,085,CA 
95052,Santa Clara,California ,SANTA CLARA,06,085,CA 
95046,San Martin,California ,SANTA CLARA,06,085,CA 
95050,Santa Clara,California ,SANTA CLARA,06,085,CA 
95045,San Juan Bautista,California ,SAN BENITO,06,069,CA 
95051,Santa Clara,California ,SANTA CLARA,06,085,CA 
95053,Santa Clara,California ,SANTA CLARA,06,085,CA 
95054,Santa Clara,California ,SANTA CLARA,06,085,CA 
95055,Santa Clara,California ,SANTA CLARA,06,085,CA 
95064,Santa Cruz,California ,SANTA CRUZ,06,087,CA 
95063,Santa Cruz,California ,SANTA CRUZ,06,087,CA 
95061,Santa Cruz,California ,SANTA CRUZ,06,087,CA 
95062,Santa Cruz,California ,SANTA CRUZ,06,087,CA 
95056,Santa Clara,California ,SANTA CLARA,06,085,CA 
95060,Santa Cruz,California ,SANTA CRUZ,06,087,CA 
95065,Santa Cruz,California ,SANTA CRUZ,06,087,CA 
95075,Tres Pinos,California ,SAN BENITO,06,069,CA 
95073,Soquel,California ,SANTA CRUZ,06,087,CA 
95067,Scotts Valley,California ,SANTA CRUZ,06,087,CA 
95070,Saratoga,California ,SANTA CLARA,06,085,CA 
95066,Scotts Valley,California ,SANTA CRUZ,06,087,CA 
95076,Watsonville,California ,SANTA CRUZ,06,087,CA 
95071,Saratoga,California ,SANTA CLARA,06,085,CA 
95101,San Jose,California ,SANTA CLARA,06,085,CA 
95109,San Jose,California ,SANTA CLARA,06,085,CA 
95077,Watsonville,California ,SANTA CRUZ,06,087,CA 
95108,San Jose,California ,SANTA CLARA,06,085,CA 
95111,San Jose,California ,SANTA CLARA,06,085,CA 
95106,San Jose,California ,SANTA CLARA,06,085,CA 
95110,San Jose,California ,SANTA CLARA,06,085,CA 
95103,San Jose,California ,SANTA CLARA,06,085,CA 
95112,San Jose,California ,SANTA CLARA,06,085,CA 
95113,San Jose,California ,SANTA CLARA,06,085,CA 
95116,San Jose,California ,SANTA CLARA,06,085,CA 
95115,San Jose,California ,SANTA CLARA,06,085,CA 
95117,San Jose,California ,SANTA CLARA,06,085,CA 
95118,San Jose,California ,SANTA CLARA,06,085,CA 
95120,San Jose,California ,SANTA CLARA,06,085,CA 
95119,San Jose,California ,SANTA CLARA,06,085,CA 
95123,San Jose,California ,SANTA CLARA,06,085,CA 
95127,San Jose,California ,SANTA CLARA,06,085,CA 
95122,San Jose,California ,SANTA CLARA,06,085,CA 
95124,San Jose,California ,SANTA CLARA,06,085,CA 
95126,San Jose,California ,SANTA CLARA,06,085,CA 
95125,San Jose,California ,SANTA CLARA,06,085,CA 
95128,San Jose,California ,SANTA CLARA,06,085,CA 
95121,San Jose,California ,SANTA CLARA,06,085,CA 
95129,San Jose,California ,SANTA CLARA,06,085,CA 
95132,San Jose,California ,SANTA CLARA,06,085,CA 
95133,San Jose,California ,SANTA CLARA,06,085,CA 
95135,San Jose,California ,SANTA CLARA,06,085,CA 
95134,San Jose,California ,SANTA CLARA,06,085,CA 
95130,San Jose,California ,SANTA CLARA,06,085,CA 
95131,San Jose,California ,SANTA CLARA,06,085,CA 
95136,San Jose,California ,SANTA CLARA,06,085,CA 
95138,San Jose,California ,SANTA CLARA,06,085,CA 
95139,San Jose,California ,SANTA CLARA,06,085,CA 
95141,San Jose,California ,SANTA CLARA,06,085,CA 
95148,San Jose,California ,SANTA CLARA,06,085,CA 
95150,San Jose,California ,SANTA CLARA,06,085,CA 
95151,San Jose,California ,SANTA CLARA,06,085,CA 
95140,Mount Hamilton,California ,SANTA CLARA,06,085,CA 
95153,San Jose,California ,SANTA CLARA,06,085,CA 
95152,San Jose,California ,SANTA CLARA,06,085,CA 
95161,San Jose,California ,SANTA CLARA,06,085,CA 
95160,San Jose,California ,SANTA CLARA,06,085,CA 
95156,San Jose,California ,SANTA CLARA,06,085,CA 
95157,San Jose,California ,SANTA CLARA,06,085,CA 
95155,San Jose,California ,SANTA CLARA,06,085,CA 
95154,San Jose,California ,SANTA CLARA,06,085,CA 
95159,San Jose,California ,SANTA CLARA,06,085,CA 
95158,San Jose,California ,SANTA CLARA,06,085,CA 
95193,San Jose,California ,SANTA CLARA,06,085,CA 
95190,San Jose,California ,SANTA CLARA,06,085,CA 
95170,San Jose,California ,SANTA CLARA,06,085,CA 
95191,San Jose,California ,SANTA CLARA,06,085,CA 
95173,San Jose,California ,SANTA CLARA,06,085,CA 
95192,San Jose,California ,SANTA CLARA,06,085,CA 
95164,San Jose,California ,SANTA CLARA,06,085,CA 
95172,San Jose,California ,SANTA CLARA,06,085,CA 
95194,San Jose,California ,SANTA CLARA,06,085,CA 
95203,Stockton,California ,SAN JOAQUIN,06,077,CA 
95204,Stockton,California ,SAN JOAQUIN,06,077,CA 
95196,San Jose,California ,SANTA CLARA,06,085,CA 
95205,Stockton,California ,SAN JOAQUIN,06,077,CA 
95201,Stockton,California ,SAN JOAQUIN,06,077,CA 
95202,Stockton,California ,SAN JOAQUIN,06,077,CA 
95206,Stockton,California ,SAN JOAQUIN,06,077,CA 
95207,Stockton,California ,SAN JOAQUIN,06,077,CA 
95210,Stockton,California ,SAN JOAQUIN,06,077,CA 
95212,Stockton,California ,SAN JOAQUIN,06,077,CA 
95209,Stockton,California ,SAN JOAQUIN,06,077,CA 
95213,Stockton,California ,SAN JOAQUIN,06,077,CA 
95208,Stockton,California ,SAN JOAQUIN,06,077,CA 
95211,Stockton,California ,SAN JOAQUIN,06,077,CA 
95214,Stockton,California ,SAN JOAQUIN,06,077,CA 
95220,Acampo,California ,SAN JOAQUIN,06,077,CA 
95215,Stockton,California ,SAN JOAQUIN,06,077,CA 
95219,Stockton,California ,SAN JOAQUIN,06,077,CA 
95222,Angels Camp,California ,CALAVERAS,06,009,CA 
95221,Altaville,California ,CALAVERAS,06,009,CA 
95224,Avery,California ,CALAVERAS,06,009,CA 
95225,Burson,California ,CALAVERAS,06,009,CA 
